Rank,NodeID,Score,Status
100,844,0.00134553,Suspicious
101,524,0.00134247,Suspicious
102,1881,0.00133958,Suspicious
103,1864,0.00130284,Suspicious
104,644,0.00130119,Suspicious
105,837,0.00128998,Suspicious
106,538,0.00128494,Suspicious
107,817,0.00127542,Suspicious
108,818,0.00127427,Suspicious
109,806,0.00126957,Suspicious
110,677,0.00126854,Suspicious
111,664,0.00124564,Suspicious
112,320,0.00123562,Suspicious
113,614,0.00122063,Suspicious
114,517,0.0011721,Suspicious
115,845,0.00116132,Suspicious
116,1876,0.00115494,Suspicious
117,679,0.00115351,Suspicious
118,809,0.00115038,Suspicious
119,661,0.00114527,Suspicious
120,475,0.00114302,Suspicious
121,312,0.00113352,Suspicious
122,345,0.00113191,Suspicious
123,525,0.00112273,Suspicious
124,653,0.00111466,Suspicious
125,514,0.00111029,Suspicious
126,805,0.00110959,Suspicious
127,334,0.00110908,Suspicious
128,1574,0.00110465,Suspicious
129,630,0.00110279,Suspicious
130,1871,0.00109416,Suspicious
131,1899,0.00109262,Suspicious
132,820,0.00109122,Suspicious
133,568,0.00108891,Suspicious
134,558,0.00108647,Suspicious
135,1866,0.00108077,Suspicious
136,1778,0.0010777,Suspicious
137,1692,0.00107634,Suspicious
138,325,0.00107513,Suspicious
139,551,0.00106606,Suspicious
140,515,0.0010619,Suspicious
141,500,0.00105472,Suspicious
142,634,0.00105159,Suspicious
143,531,0.00105033,Suspicious
144,539,0.00104796,Suspicious
145,506,0.00104708,Suspicious
146,547,0.0010372,Suspicious
147,835,0.00103715,Suspicious
148,659,0.00103477,Suspicious
149,819,0.0010269,Suspicious
150,1885,0.00102507,Suspicious
151,326,0.00102482,Suspicious
152,304,0.00100882,Suspicious
153,636,0.0010077,Suspicious
154,1766,0.00100067,Suspicious
155,1767,0.000980072,Suspicious
156,855,0.000971074,Suspicious
157,328,0.000967418,Suspicious
158,271,0.000963338,Suspicious
159,1845,0.000952257,Suspicious
160,483,0.000952142,Suspicious
161,1831,0.000950163,Suspicious
162,1827,0.000947183,Suspicious
163,1835,0.000942071,Suspicious
164,285,0.000941617,Suspicious
165,1839,0.000938227,Suspicious
166,1740,0.000928521,Suspicious
167,496,0.000927888,Suspicious
168,1853,0.000924242,Suspicious
169,527,0.000923297,Suspicious
170,658,0.000922728,Suspicious
171,264,0.000921016,Suspicious
172,641,0.000894237,Suspicious
173,846,0.000892229,Suspicious
174,507,0.00088696,Suspicious
175,1828,0.000883843,Suspicious
176,546,0.000883405,Suspicious
177,813,0.000880531,Suspicious
178,465,0.000878176,Suspicious
179,501,0.000872138,Suspicious
180,836,0.000870789,Suspicious
181,1886,0.000865313,Suspicious
182,492,0.000863363,Suspicious
183,428,0.000861156,Suspicious
184,1895,0.000856972,Suspicious
185,1833,0.000854548,Suspicious
186,497,0.000849846,Suspicious
187,277,0.000847131,Suspicious
188,291,0.000845695,Suspicious
189,814,0.00084532,Suspicious
190,657,0.00084427,Suspicious
191,280,0.000842613,Suspicious
192,815,0.000842202,Suspicious
193,520,0.000841603,Suspicious
194,518,0.000840747,Suspicious
195,1744,0.000840589,Suspicious
196,1867,0.000839488,Suspicious
197,1807,0.000836431,Suspicious
198,1800,0.000836062,Suspicious
199,337,0.000832867,Suspicious
200,770,0.000821199,Suspicious
201,1862,0.000818003,Suspicious
202,647,0.000811369,Suspicious
203,625,0.000805214,Suspicious
204,327,0.000802552,Suspicious
205,523,0.000802203,Suspicious
206,569,0.000802074,Suspicious
207,650,0.000798797,Suspicious
208,259,0.000794339,Suspicious
209,1673,0.000793271,Suspicious
210,781,0.000783934,Suspicious
211,795,0.000782615,Suspicious
212,784,0.000779964,Suspicious
213,313,0.000777074,Suspicious
214,1872,0.000769561,Suspicious
215,330,0.000764092,Suspicious
216,1808,0.000760306,Suspicious
217,460,0.000757199,Suspicious
218,1773,0.000756629,Suspicious
219,1763,0.000754884,Suspicious
220,888,0.000744026,Suspicious
221,797,0.000743156,Suspicious
222,800,0.000742389,Suspicious
223,672,0.000741372,Suspicious
224,537,0.000740996,Suspicious
225,663,0.000734314,Suspicious
226,296,0.000727938,Suspicious
227,810,0.000724305,Suspicious
228,278,0.000723143,Suspicious
229,643,0.000721498,Suspicious
230,239,0.000721459,Suspicious
231,775,0.000720278,Suspicious
232,1783,0.000718691,Suspicious
233,1861,0.000718042,Suspicious
234,461,0.000716258,Suspicious
235,516,0.000714875,Suspicious
236,1849,0.000710062,Suspicious
237,1842,0.000709546,Suspicious
238,609,0.000708752,Suspicious
239,543,0.000707723,Suspicious
240,272,0.000700612,Suspicious
241,843,0.000699798,Suspicious
242,782,0.000692475,Suspicious
243,319,0.000690397,Suspicious
244,623,0.00068512,Suspicious
245,1645,0.000684702,Suspicious
246,436,0.000682077,Suspicious
247,1801,0.000680815,Suspicious
248,431,0.000680718,Suspicious
249,1868,0.000680313,Suspicious
250,252,0.000679398,Suspicious
251,552,0.00067903,Suspicious
252,619,0.000675708,Suspicious
253,331,0.000675416,Suspicious
254,498,0.000672664,Suspicious
255,1870,0.000669899,Suspicious
256,503,0.000668644,Suspicious
257,438,0.000666172,Suspicious
258,831,0.000666114,Suspicious
259,832,0.000663781,Suspicious
260,789,0.000658904,Suspicious
261,1770,0.0006479,Suspicious
262,633,0.000645795,Suspicious
263,893,0.000642802,Suspicious
264,803,0.000640866,Suspicious
265,526,0.000639326,Suspicious
266,890,0.000638054,Suspicious
267,1904,0.000635667,Suspicious
268,434,0.000632855,Suspicious
269,766,0.000632773,Suspicious
270,617,0.000632773,Suspicious
271,302,0.000631914,Suspicious
272,780,0.000626408,Suspicious
273,787,0.000625459,Suspicious
274,620,0.000620719,Suspicious
275,640,0.000618785,Suspicious
276,1679,0.00061827,Suspicious
277,639,0.000616038,Suspicious
278,745,0.000615061,Suspicious
279,642,0.00060456,Suspicious
280,1536,0.000603051,Suspicious
281,422,0.000600825,Suspicious
282,423,0.000599422,Suspicious
283,1794,0.0005987,Suspicious
284,594,0.000594722,Suspicious
285,519,0.000594604,Suspicious
286,1901,0.000593853,Suspicious
287,886,0.000592075,Suspicious
288,816,0.00059188,Suspicious
289,673,0.000591081,Suspicious
290,652,0.000591081,Suspicious
291,227,0.000589247,Suspicious
292,1616,0.000588821,Suspicious
293,1823,0.00058764,Suspicious
294,1358,0.000585955,Suspicious
295,1694,0.000585075,Suspicious
296,1804,0.000584554,Suspicious
297,427,0.000584045,Suspicious
298,1877,0.000583166,Suspicious
299,1703,0.000580107,Suspicious
300,878,0.00057976,Suspicious
301,480,0.000579321,Suspicious
302,622,0.00057668,Suspicious
303,786,0.000574203,Suspicious
304,1687,0.000571839,Suspicious
305,793,0.000569875,Suspicious
306,590,0.000566563,Suspicious
307,635,0.000563974,Suspicious
308,1825,0.000563037,Suspicious
309,493,0.000561003,Suspicious
310,593,0.000556907,Suspicious
311,1512,0.000555252,Suspicious
312,1857,0.00055496,Suspicious
313,1320,0.000554388,Suspicious
314,504,0.000550083,Suspicious
315,807,0.000549649,Suspicious
316,826,0.000548437,Suspicious
317,387,0.000547397,Suspicious
318,1813,0.000545773,Suspicious
319,808,0.000545043,Suspicious
320,1709,0.000544148,Suspicious
321,768,0.000542844,Suspicious
322,1785,0.000541575,Suspicious
323,536,0.000540871,Suspicious
324,610,0.000538214,Suspicious
325,632,0.000537931,Suspicious
326,601,0.000537662,Suspicious
327,534,0.000536737,Suspicious
328,1848,0.00053635,Suspicious
329,618,0.000535399,Suspicious
330,774,0.000535276,Suspicious
331,771,0.000532396,Suspicious
332,309,0.000531147,Suspicious
333,1863,0.000525489,Suspicious
334,852,0.000524905,Suspicious
335,757,0.000523816,Suspicious
336,306,0.000522929,Suspicious
337,297,0.00052208,Suspicious
338,631,0.000519451,Suspicious
339,1847,0.000515555,Suspicious
340,484,0.000511762,Suspicious
341,310,0.000511531,Suspicious
342,882,0.000510933,Suspicious
343,612,0.000508587,Suspicious
344,1487,0.000504884,Suspicious
345,627,0.00050225,Suspicious
346,777,0.000502209,Suspicious
347,1677,0.000501996,Suspicious
348,794,0.000501292,Suspicious
349,783,0.000500194,Suspicious
350,1790,0.000497969,Suspicious
351,1818,0.000497537,Suspicious
352,1880,0.000497283,Suspicious
353,869,0.000496881,Suspicious
354,260,0.000495934,Suspicious
355,876,0.000495521,Suspicious
356,773,0.000494336,Suspicious
357,779,0.000489989,Suspicious
358,508,0.000484351,Suspicious
359,747,0.000484232,Suspicious
360,596,0.000483309,Suspicious
361,1909,0.000481825,Suspicious
362,509,0.000480449,Suspicious
363,1768,0.000478314,Suspicious
364,253,0.000477854,Suspicious
365,261,0.00047766,Suspicious
366,799,0.000476636,Suspicious
367,1841,0.000476237,Suspicious
368,510,0.000476184,Suspicious
369,615,0.000475315,Suspicious
370,626,0.000475283,Suspicious
371,1699,0.000474764,Suspicious
372,463,0.000472647,Suspicious
373,880,0.000469656,Suspicious
374,804,0.000467992,Suspicious
375,736,0.000466339,Suspicious
376,851,0.000465214,Suspicious
377,1837,0.000464843,Suspicious
378,1799,0.000463928,Suspicious
379,792,0.000460334,Suspicious
380,1688,0.000459653,Suspicious
381,1816,0.000459222,Suspicious
382,746,0.00045904,Suspicious
383,284,0.000457778,Suspicious
384,1826,0.000456991,Suspicious
385,592,0.000456638,Suspicious
386,1730,0.000455589,Suspicious
387,1786,0.000454685,Suspicious
388,533,0.000451742,Suspicious
389,600,0.000451338,Suspicious
390,752,0.000451265,Suspicious
391,732,0.00045123,Suspicious
392,303,0.000450013,Suspicious
393,314,0.000448394,Suspicious
394,489,0.000446915,Suspicious
395,502,0.000446677,Suspicious
396,456,0.000444446,Suspicious
397,1725,0.000443917,Suspicious
398,308,0.000443347,Suspicious
399,476,0.000441158,Suspicious
400,1374,0.000439045,Suspicious
401,667,0.00043621,Suspicious
402,481,0.000436204,Suspicious
403,464,0.000434862,Suspicious
404,796,0.000434435,Suspicious
405,863,0.000434032,Suspicious
406,1630,0.000432968,Suspicious
407,266,0.000431876,Suspicious
408,1695,0.000431805,Suspicious
409,521,0.000430892,Suspicious
410,249,0.000430114,Suspicious
411,605,0.000429836,Suspicious
412,200,0.000429061,Suspicious
413,1545,0.000428888,Suspicious
414,764,0.000428564,Suspicious
415,511,0.000427483,Suspicious
416,1824,0.000426703,Suspicious
417,299,0.000426219,Suspicious
418,265,0.000425865,Suspicious
419,611,0.000425063,Suspicious
420,512,0.000423489,Suspicious
421,230,0.000423304,Suspicious
422,655,0.000422785,Suspicious
423,487,0.00042206,Suspicious
424,236,0.000421827,Suspicious
425,535,0.000420572,Suspicious
426,453,0.000417531,Suspicious
427,616,0.00041706,Suspicious
428,473,0.000415786,Suspicious
429,587,0.000415087,Suspicious
430,1746,0.000415065,Suspicious
431,629,0.000413282,Suspicious
432,628,0.000412719,Suspicious
433,760,0.000411939,Suspicious
434,1338,0.000410703,Suspicious
435,772,0.000409524,Suspicious
436,1820,0.000407975,Suspicious
437,1806,0.000407127,Suspicious
438,621,0.000407119,Suspicious
439,649,0.000406765,Suspicious
440,217,0.000406532,Suspicious
441,714,0.000406525,Suspicious
442,579,0.000406075,Suspicious
443,486,0.000405556,Suspicious
444,861,0.000404858,Suspicious
445,713,0.000404855,Suspicious
446,798,0.000404576,Suspicious
447,281,0.000403115,Suspicious
448,769,0.000403104,Suspicious
449,811,0.000402636,Suspicious
450,219,0.000401884,Suspicious
451,1745,0.000401008,Suspicious
452,495,0.000400716,Suspicious
453,1851,0.000400018,Suspicious
454,188,0.000399334,Suspicious
455,505,0.000399302,Suspicious
456,479,0.000397634,Suspicious
457,738,0.000397597,Suspicious
458,754,0.000397078,Suspicious
459,603,0.000396946,Suspicious
460,275,0.000396289,Suspicious
461,742,0.000393839,Suspicious
462,263,0.00039348,Suspicious
463,583,0.000392758,Suspicious
464,290,0.000391039,Suspicious
465,205,0.000390452,Suspicious
466,276,0.000389608,Suspicious
467,1819,0.000388999,Suspicious
468,599,0.000388083,Suspicious
469,595,0.000388083,Suspicious
470,455,0.000388007,Suspicious
471,758,0.000387749,Suspicious
472,441,0.000387392,Suspicious
473,597,0.000387025,Suspicious
474,541,0.000386777,Suspicious
475,1237,0.000386759,Suspicious
476,1883,0.000386118,Suspicious
477,468,0.00038572,Suspicious
478,383,0.000385298,Suspicious
479,802,0.000382298,Suspicious
480,791,0.000382298,Suspicious
481,759,0.000382076,Suspicious
482,1761,0.000381674,Suspicious
483,225,0.000380262,Suspicious
484,1791,0.000380185,Suspicious
485,660,0.000380166,Suspicious
486,169,0.000378831,Suspicious
487,1565,0.000377131,Suspicious
488,1743,0.000376176,Suspicious
489,1803,0.00037582,Suspicious
490,307,0.000375229,Suspicious
491,1070,0.000375064,Suspicious
492,778,0.000374875,Suspicious
493,589,0.00037444,Suspicious
494,444,0.000373392,Suspicious
495,540,0.000372823,Suspicious
496,528,0.000372422,Suspicious
497,731,0.00037054,Suspicious
498,748,0.000370187,Suspicious
499,549,0.000369467,Suspicious
500,763,0.000369425,Suspicious
501,293,0.000369162,Suspicious
502,584,0.000368576,Suspicious
503,648,0.000368163,Suspicious
504,767,0.000367827,Suspicious
505,724,0.000367431,Suspicious
506,788,0.000367198,Suspicious
507,719,0.000366685,Suspicious
508,529,0.000365831,Suspicious
509,344,0.000365301,Suspicious
510,1729,0.000364959,Suspicious
511,821,0.00036476,Suspicious
512,179,0.000363805,Suspicious
513,864,0.000363109,Suspicious
514,119,0.000363074,Suspicious
515,203,0.000361924,Suspicious
516,578,0.000361383,Suspicious
517,1724,0.000359886,Suspicious
518,598,0.000357663,Suspicious
519,482,0.000357554,Suspicious
520,725,0.000357122,Suspicious
521,726,0.000356762,Suspicious
522,254,0.000356495,Suspicious
523,656,0.000356018,Suspicious
524,582,0.000354643,Suspicious
525,452,0.000354513,Suspicious
526,1025,0.000353864,Suspicious
527,1859,0.000353246,Suspicious
528,739,0.000353036,Suspicious
529,1810,0.0003525,Suspicious
530,1217,0.00035244,Suspicious
531,1543,0.000350527,Suspicious
532,734,0.000350426,Suspicious
533,1850,0.000350263,Suspicious
534,727,0.000350242,Suspicious
535,471,0.000350203,Suspicious
536,1179,0.000349914,Suspicious
537,1892,0.000349257,Suspicious
538,1829,0.00034919,Suspicious
539,1777,0.000349004,Suspicious
540,522,0.000348985,Suspicious
541,494,0.000347295,Suspicious
542,588,0.000345901,Suspicious
543,812,0.000345435,Suspicious
544,1756,0.000345326,Suspicious
545,1830,0.000345303,Suspicious
546,469,0.000344141,Suspicious
547,1313,0.000344127,Suspicious
548,751,0.000343151,Suspicious
549,1606,0.000343102,Suspicious
550,333,0.000341535,Suspicious
551,586,0.000340324,Suspicious
552,243,0.000340009,Suspicious
553,854,0.000338928,Suspicious
554,242,0.000338857,Suspicious
555,488,0.00033867,Suspicious
556,730,0.000337353,Suspicious
557,412,0.000336465,Suspicious
558,711,0.000336089,Suspicious
559,575,0.000335749,Suspicious
560,936,0.000335719,Suspicious
561,712,0.000334406,Suspicious
562,1122,0.000333619,Suspicious
563,737,0.000332491,Suspicious
564,1716,0.000330893,Suspicious
565,408,0.000330808,Suspicious
566,143,0.000330665,Suspicious
567,474,0.000330424,Suspicious
568,1549,0.000330153,Suspicious
569,3961,0.00032997,Suspicious
570,574,0.000329795,Suspicious
571,491,0.000329004,Suspicious
572,697,0.000328643,Suspicious
573,1660,0.000328563,Suspicious
574,756,0.000328314,Suspicious
575,755,0.000327536,Suspicious
576,674,0.000326789,Suspicious
577,668,0.000326789,Suspicious
578,638,0.000326789,Suspicious
579,624,0.000326789,Suspicious
580,613,0.000326789,Suspicious
581,608,0.000326789,Suspicious
582,607,0.000326789,Suspicious
583,602,0.000326789,Suspicious
584,585,0.000326789,Suspicious
585,581,0.000326789,Suspicious
586,577,0.000326789,Suspicious
587,576,0.000326789,Suspicious
588,573,0.000326789,Suspicious
589,753,0.00032654,Suspicious
590,419,0.000325971,Suspicious
591,445,0.000325668,Suspicious
592,841,0.000325293,Suspicious
593,1793,0.000322517,Suspicious
594,718,0.000322425,Suspicious
595,728,0.000321558,Suspicious
596,478,0.000320424,Suspicious
597,1809,0.00032009,Suspicious
598,1136,0.000319911,Suspicious
599,432,0.000319649,Suspicious
600,399,0.000319498,Suspicious
601,231,0.000319326,Suspicious
602,1013,0.000319172,Suspicious
603,177,0.00031862,Suspicious
604,457,0.000318522,Suspicious
605,470,0.000317598,Suspicious
606,762,0.000317562,Suspicious
607,213,0.00031741,Suspicious
608,157,0.000315666,Suspicious
609,765,0.000315647,Suspicious
610,295,0.000315588,Suspicious
611,722,0.000315415,Suspicious
612,741,0.000315329,Suspicious
613,1875,0.000313672,Suspicious
614,298,0.000313538,Suspicious
615,490,0.000310999,Suspicious
616,224,0.000310979,Suspicious
617,389,0.000310919,Suspicious
618,705,0.000310763,Suspicious
619,1720,0.000310134,Suspicious
620,694,0.000309864,Suspicious
621,376,0.000309726,Suspicious
622,472,0.000309641,Suspicious
623,702,0.00030843,Suspicious
624,214,0.000308361,Suspicious
625,175,0.000308094,Suspicious
626,237,0.000308091,Suspicious
627,1840,0.000308064,Suspicious
628,1742,0.000308002,Suspicious
629,790,0.000307984,Suspicious
630,232,0.000307739,Suspicious
631,229,0.000307462,Suspicious
632,450,0.000307233,Suspicious
633,1727,0.000306884,Suspicious
634,1357,0.000305643,Suspicious
635,462,0.000304778,Suspicious
636,695,0.000303789,Suspicious
637,437,0.000303375,Suspicious
638,1787,0.000302392,Suspicious
639,338,0.0003015,Suspicious
640,458,0.00030136,Suspicious
641,318,0.00030117,Suspicious
642,192,0.000300834,Suspicious
643,1427,0.000298883,Suspicious
644,411,0.000296783,Suspicious
645,401,0.000296783,Suspicious
646,720,0.000296692,Suspicious
647,740,0.000295645,Suspicious
648,785,0.000294891,Suspicious
649,1738,0.000294496,Suspicious
650,701,0.000293828,Suspicious
651,193,0.000293127,Suspicious
652,170,0.000293115,Suspicious
653,430,0.000293092,Suspicious
654,696,0.000292785,Suspicious
655,1472,0.000292761,Suspicious
656,703,0.000292478,Suspicious
657,238,0.000292414,Suspicious
658,562,0.000291952,Suspicious
659,1686,0.000291484,Suspicious
660,706,0.000291304,Suspicious
661,226,0.000290837,Suspicious
662,1473,0.000290787,Suspicious
663,1752,0.000290697,Suspicious
664,1671,0.000290298,Suspicious
665,173,0.000288476,Suspicious
666,1707,0.000288463,Suspicious
667,709,0.000287616,Suspicious
668,417,0.00028746,Suspicious
669,1852,0.000287272,Suspicious
670,721,0.000287174,Suspicious
671,364,0.000286141,Suspicious
672,1788,0.000286119,Suspicious
673,708,0.000284863,Suspicious
674,1591,0.000284825,Suspicious
675,459,0.000284542,Suspicious
676,688,0.000283692,Suspicious
677,1349,0.000283534,Suspicious
678,1912,0.000282439,Suspicious
679,700,0.000282012,Suspicious
680,415,0.000281464,Suspicious
681,1663,0.00028139,Suspicious
682,698,0.000281241,Suspicious
683,248,0.00028116,Suspicious
684,733,0.000281145,Suspicious
685,1757,0.000280782,Suspicious
686,1884,0.000280716,Suspicious
687,723,0.000280641,Suspicious
688,710,0.000280198,Suspicious
689,424,0.000279557,Suspicious
690,311,0.000279229,Suspicious
691,761,0.000279161,Suspicious
692,715,0.000279161,Suspicious
693,477,0.000278917,Suspicious
694,825,0.000278656,Suspicious
695,776,0.000278656,Suspicious
696,729,0.000278656,Suspicious
697,186,0.000278523,Suspicious
698,136,0.000277939,Suspicious
699,1908,0.000277043,Suspicious
700,1900,0.000276509,Suspicious
701,273,0.000276238,Suspicious
702,1905,0.000275517,Suspicious
703,1798,0.000275458,Suspicious
704,204,0.000275349,Suspicious
705,801,0.000275034,Suspicious
706,750,0.000275034,Suspicious
707,749,0.000275034,Suspicious
708,744,0.000275034,Suspicious
709,743,0.000275034,Suspicious
710,735,0.000275034,Suspicious
711,717,0.000275034,Suspicious
712,716,0.000275034,Suspicious
713,707,0.000275034,Suspicious
714,704,0.000275034,Suspicious
715,699,0.000275034,Suspicious
716,693,0.000275034,Suspicious
717,692,0.000275034,Suspicious
718,691,0.000275034,Suspicious
719,690,0.000275034,Suspicious
720,689,0.000275034,Suspicious
721,687,0.000275034,Suspicious
722,199,0.000275003,Suspicious
723,84,0.000273958,Suspicious
724,420,0.000272947,Suspicious
725,439,0.000272681,Suspicious
726,1889,0.000272644,Suspicious
727,1717,0.000272511,Suspicious
728,283,0.000271865,Suspicious
729,1628,0.000271532,Suspicious
730,421,0.00027149,Suspicious
731,454,0.000271443,Suspicious
732,1795,0.000271128,Suspicious
733,251,0.000269254,Suspicious
734,1843,0.000268992,Suspicious
735,1569,0.00026888,Suspicious
736,1318,0.000268719,Suspicious
737,1705,0.000267713,Suspicious
738,1155,0.000267527,Suspicious
739,1620,0.000267089,Suspicious
740,403,0.000266561,Suspicious
741,404,0.000266076,Suspicious
742,174,0.000265481,Suspicious
743,258,0.000265054,Suspicious
744,270,0.000264639,Suspicious
745,451,0.000264621,Suspicious
746,409,0.000264368,Suspicious
747,1873,0.000264331,Suspicious
748,393,0.000263504,Suspicious
749,1714,0.000263268,Suspicious
750,1736,0.000263154,Suspicious
751,485,0.000261696,Suspicious
752,397,0.000261673,Suspicious
753,1789,0.000260553,Suspicious
754,449,0.00026037,Suspicious
755,1113,0.000260231,Suspicious
756,1967,0.000259936,Suspicious
757,300,0.00025972,Suspicious
758,172,0.000259635,Suspicious
759,185,0.000259462,Suspicious
760,142,0.000259315,Suspicious
761,144,0.000258793,Suspicious
762,1750,0.000258689,Suspicious
763,1715,0.000258587,Suspicious
764,223,0.000258058,Suspicious
765,410,0.000257824,Suspicious
766,366,0.000257702,Suspicious
767,400,0.000257183,Suspicious
768,402,0.000257134,Suspicious
769,363,0.000255368,Suspicious
770,418,0.000253957,Suspicious
771,353,0.000253215,Suspicious
772,274,0.000252976,Suspicious
773,1584,0.000252788,Suspicious
774,1812,0.000252522,Suspicious
775,1621,0.000251835,Suspicious
776,1514,0.000251553,Suspicious
777,197,0.000251273,Suspicious
778,1408,0.000250892,Suspicious
779,1661,0.000250365,Suspicious
780,257,0.000249674,Suspicious
781,301,0.000249274,Suspicious
782,282,0.000249274,Suspicious
783,256,0.000249274,Suspicious
784,42,0.000249274,Suspicious
785,1634,0.000248462,Suspicious
786,396,0.000247661,Suspicious
787,1223,0.000247571,Suspicious
788,466,0.000247278,Suspicious
789,149,0.000247166,Suspicious
790,435,0.000246733,Suspicious
791,398,0.000246261,Suspicious
792,426,0.000245322,Suspicious
793,378,0.000244906,Suspicious
794,373,0.00024444,Suspicious
795,1741,0.000244413,Suspicious
796,395,0.00024402,Suspicious
797,1636,0.000243735,Suspicious
798,1625,0.000243703,Suspicious
799,171,0.00024349,Suspicious
800,137,0.000242578,Suspicious
801,433,0.000241504,Suspicious
802,1080,0.000241492,Suspicious
803,1435,0.000241365,Suspicious
804,440,0.000240931,Suspicious
805,499,0.000240503,Suspicious
806,467,0.000240503,Suspicious
807,1400,0.000240384,Suspicious
808,1869,0.000240045,Suspicious
809,4031,0.000239934,Suspicious
810,391,0.000239445,Suspicious
811,184,0.000239238,Suspicious
812,4038,0.000238931,Suspicious
813,147,0.000238621,Suspicious
814,1811,0.000238114,Suspicious
815,530,0.000237694,Suspicious
816,1675,0.000237339,Suspicious
817,122,0.000236111,Suspicious
818,394,0.000235993,Suspicious
819,111,0.000235993,Suspicious
820,571,0.000235941,Suspicious
821,268,0.00023562,Suspicious
822,211,0.000235505,Suspicious
823,442,0.000234213,Suspicious
824,413,0.000234165,Suspicious
825,1860,0.000234161,Suspicious
826,446,0.000233144,Suspicious
827,1719,0.000233035,Suspicious
828,1858,0.00023132,Suspicious
829,158,0.000230333,Suspicious
830,148,0.000229916,Suspicious
831,425,0.000229899,Suspicious
832,405,0.000228842,Suspicious
833,269,0.000228815,Suspicious
834,194,0.000228711,Suspicious
835,361,0.000228439,Suspicious
836,448,0.000228173,Suspicious
837,416,0.000227939,Suspicious
838,218,0.000227826,Suspicious
839,369,0.000227534,Suspicious
840,1624,0.000226696,Suspicious
841,1691,0.000226186,Suspicious
842,407,0.000225529,Suspicious
843,371,0.000225155,Suspicious
844,374,0.000224417,Suspicious
845,388,0.00022438,Suspicious
846,1573,0.000224268,Suspicious
847,406,0.000223778,Suspicious
848,367,0.000223692,Suspicious
849,351,0.000222967,Suspicious
850,375,0.000222578,Suspicious
851,368,0.000221005,Suspicious
852,382,0.000220297,Suspicious
853,359,0.000220297,Suspicious
854,189,0.000219747,Suspicious
855,140,0.000219682,Suspicious
856,429,0.000219333,Suspicious
857,1023,0.000217821,Suspicious
858,884,0.000217158,Suspicious
859,384,0.00021712,Suspicious
860,370,0.00021697,Suspicious
